名称,经度,纬度,高度,创建时间,注解,类型
TrackPt01055,113 18'36.22"E,23 7'17.20"N,2.5,2019.9.17 10:46:37,,默认图标模式
TrackPt01056,113 18'36.22"E,23 7'17.48"N,2.6,2019.9.17 10:46:38,,默认图标模式
TrackPt01057,113 18'36.19"E,23 7'18.22"N,4.2,2019.9.17 10:46:41,,默认图标模式
TrackPt01058,113 18'36.20"E,23 7'18.85"N,4.3,2019.9.17 10:46:44,,默认图标模式
TrackPt01059,113 18'36.27"E,23 7'19.45"N,4.3,2019.9.17 10:46:47,,默认图标模式
TrackPt01060,113 18'36.49"E,23 7'19.88"N,7.1,2019.9.17 10:46:50,,默认图标模式
TrackPt01061,113 18'36.90"E,23 7'19.97"N,7,2019.9.17 10:46:53,,默认图标模式
TrackPt01062,113 18'37.47"E,23 7'19.98"N,5,2019.9.17 10:46:56,,默认图标模式
TrackPt01063,113 18'38.18"E,23 7'19.93"N,4.8,2019.9.17 10:46:59,,默认图标模式
TrackPt01064,113 18'38.95"E,23 7'19.91"N,4,2019.9.17 10:47:02,,默认图标模式
TrackPt01065,113 18'39.78"E,23 7'19.78"N,5.4,2019.9.17 10:47:05,,默认图标模式
TrackPt01066,113 18'40.09"E,23 7'19.76"N,5.8,2019.9.17 10:47:06,,默认图标模式
TrackPt01067,113 18'40.85"E,23 7'19.69"N,5.8,2019.9.17 10:47:09,,默认图标模式
TrackPt01068,113 18'41.84"E,23 7'19.62"N,4.1,2019.9.17 10:47:13,,默认图标模式
TrackPt01069,113 18'42.37"E,23 7'19.49"N,4,2019.9.17 10:47:16,,默认图标模式
TrackPt01070,113 18'42.87"E,23 7'19.47"N,4.8,2019.9.17 10:47:19,,默认图标模式
TrackPt01071,113 18'43.28"E,23 7'19.44"N,5,2019.9.17 10:47:22,,默认图标模式
TrackPt01072,113 18'43.71"E,23 7'19.38"N,7.6,2019.9.17 10:47:25,,默认图标模式
TrackPt01073,113 18'44.28"E,23 7'19.40"N,9.1,2019.9.17 10:47:30,,默认图标模式
TrackPt01074,113 18'44.76"E,23 7'19.35"N,10,2019.9.17 10:47:35,,默认图标模式
TrackPt01075,113 18'45.25"E,23 7'19.27"N,12.2,2019.9.17 10:47:38,,默认图标模式
TrackPt01076,113 18'45.97"E,23 7'19.23"N,11.8,2019.9.17 10:47:41,,默认图标模式
TrackPt01077,113 18'46.65"E,23 7'19.21"N,9.8,2019.9.17 10:47:44,,默认图标模式
TrackPt01078,113 18'47.31"E,23 7'19.23"N,11,2019.9.17 10:47:47,,默认图标模式
TrackPt01079,113 18'47.85"E,23 7'19.20"N,10.9,2019.9.17 10:47:50,,默认图标模式
TrackPt01080,113 18'48.39"E,23 7'19.01"N,10.9,2019.9.17 10:47:55,,默认图标模式
TrackPt01081,113 18'48.44"E,23 7'18.99"N,10.3,2019.9.17 10:48:01,,默认图标模式
TrackPt01082,113 18'48.51"E,23 7'18.98"N,12.3,2019.9.17 10:48:06,,默认图标模式
TrackPt01083,113 18'49.18"E,23 7'18.83"N,11.1,2019.9.17 10:48:11,,默认图标模式
TrackPt01084,113 18'49.74"E,23 7'18.68"N,12,2019.9.17 10:48:14,,默认图标模式
TrackPt01085,113 18'50.18"E,23 7'18.60"N,12,2019.9.17 10:48:17,,默认图标模式
TrackPt01086,113 18'50.53"E,23 7'18.72"N,16.4,2019.9.17 10:48:32,,默认图标模式
TrackPt01087,113 18'50.80"E,23 7'18.93"N,21.5,2019.9.17 10:48:44,,默认图标模式
TrackPt01088,113 18'50.59"E,23 7'18.85"N,11.5,2019.9.17 10:49:08,,默认图标模式
TrackPt01089,113 18'50.71"E,23 7'19.18"N,6.2,2019.9.17 10:49:50,,默认图标模式
TrackPt01090,113 18'50.86"E,23 7'19.37"N,10.2,2019.9.17 10:50:16,,默认图标模式
TrackPt01091,113 18'50.98"E,23 7'19.38"N,10.7,2019.9.17 10:50:21,,默认图标模式
TrackPt01092,113 18'51.10"E,23 7'19.63"N,13,2019.9.17 10:50:31,,默认图标模式
TrackPt01093,113 18'50.94"E,23 7'19.87"N,13.7,2019.9.17 10:50:36,,默认图标模式
TrackPt01094,113 18'50.91"E,23 7'20.13"N,14.2,2019.9.17 10:50:41,,默认图标模式
TrackPt01095,113 18'51.02"E,23 7'20.59"N,15,2019.9.17 10:50:46,,默认图标模式
TrackPt01096,113 18'51.13"E,23 7'20.46"N,15.3,2019.9.17 10:50:51,,默认图标模式
TrackPt01097,113 18'51.10"E,23 7'20.58"N,16.5,2019.9.17 10:50:56,,默认图标模式
TrackPt01098,113 18'50.27"E,23 7'19.76"N,17.3,2019.9.17 10:51:01,,默认图标模式
TrackPt01099,113 18'50.22"E,23 7'19.37"N,17.9,2019.9.17 10:51:06,,默认图标模式
TrackPt01100,113 18'50.03"E,23 7'18.99"N,18.6,2019.9.17 10:51:11,,默认图标模式
TrackPt01101,113 18'50.12"E,23 7'18.55"N,19.3,2019.9.17 10:51:16,,默认图标模式
TrackPt01102,113 18'50.12"E,23 7'17.75"N,18.8,2019.9.17 10:51:21,,默认图标模式
TrackPt01103,113 18'49.90"E,23 7'17.49"N,16.1,2019.9.17 10:51:26,,默认图标模式
TrackPt01104,113 18'50.18"E,23 7'17.36"N,16.4,2019.9.17 10:51:31,,默认图标模式
TrackPt01105,113 18'50.09"E,23 7'16.90"N,16.8,2019.9.17 10:51:36,,默认图标模式
TrackPt01106,113 18'50.04"E,23 7'16.97"N,16.7,2019.9.17 10:51:41,,默认图标模式
TrackPt01107,113 18'50.70"E,23 7'17.16"N,16,2019.9.17 10:51:46,,默认图标模式
TrackPt01108,113 18'51.22"E,23 7'16.65"N,15.1,2019.9.17 10:51:51,,默认图标模式
TrackPt01109,113 18'51.59"E,23 7'15.16"N,14.6,2019.9.17 10:51:54,,默认图标模式
TrackPt01110,113 18'51.69"E,23 7'14.84"N,13.8,2019.9.17 10:51:57,,默认图标模式
TrackPt01111,113 18'51.86"E,23 7'14.68"N,12.9,2019.9.17 10:52:00,,默认图标模式
TrackPt01112,113 18'51.99"E,23 7'14.23"N,12.1,2019.9.17 10:52:05,,默认图标模式
TrackPt01113,113 18'52.68"E,23 7'14.04"N,12.4,2019.9.17 10:52:09,,默认图标模式
TrackPt01114,113 18'53.05"E,23 7'14.06"N,13.4,2019.9.17 10:52:12,,默认图标模式
TrackPt01115,113 18'53.61"E,23 7'14.03"N,13.6,2019.9.17 10:52:15,,默认图标模式
TrackPt01116,113 18'54.15"E,23 7'13.96"N,12.6,2019.9.17 10:52:18,,默认图标模式
